0.065,0.026923881554251187,-0.12015,1
0.026923881554251187,0.065,-0.12015,1
-0.026923881554251187,0.065,-0.12015,1
-0.065,0.026923881554251187,-0.12015,1
-0.065,-0.026923881554251187,-0.12015,1
-0.026923881554251173,-0.065,-0.12015,1
0.026923881554251187,-0.065,-0.12015,1
0.065,-0.026923881554251173,-0.12015,1
0.065,0.026923881554251187,0.03985,1
0.026923881554251187,0.065,0.03985,1
-0.026923881554251187,0.065,0.03985,1
-0.065,0.026923881554251187,0.03985,1
-0.065,-0.026923881554251187,0.03985,1
-0.026923881554251173,-0.065,0.03985,1
0.026923881554251187,-0.065,0.03985,1
0.065,-0.026923881554251173,0.03985,1
