-0.065,0.026923881554251187,-0.21,1
-0.065,0.065,-0.17192388155425117,1
-0.065,0.065,-0.1180761184457488,1
-0.065,0.026923881554251187,-0.08,1
-0.065,-0.026923881554251187,-0.08,1
-0.065,-0.065,-0.11807611844574882,1
-0.065,-0.065,-0.17192388155425117,1
-0.065,-0.026923881554251173,-0.21,1
0.495,0.026923881554251187,-0.21,1
0.495,0.065,-0.17192388155425117,1
0.495,0.065,-0.1180761184457488,1
0.495,0.026923881554251187,-0.08,1
0.495,-0.026923881554251187,-0.08,1
0.495,-0.065,-0.11807611844574882,1
0.495,-0.065,-0.17192388155425117,1
0.495,-0.026923881554251173,-0.21,1
