-0.065,0.024852813742385706,-0.06,1
-0.065,0.06,-0.024852813742385706,1
-0.065,0.06,0.024852813742385706,1
-0.065,0.024852813742385706,0.06,1
-0.065,-0.024852813742385706,0.06,1
-0.065,-0.06,0.024852813742385706,1
-0.065,-0.06,-0.024852813742385706,1
-0.065,-0.024852813742385706,-0.06,1
0.405,0.024852813742385706,-0.06,1
0.405,0.06,-0.024852813742385706,1
0.405,0.06,0.024852813742385706,1
0.405,0.024852813742385706,0.06,1
0.405,-0.024852813742385706,0.06,1
0.405,-0.06,0.024852813742385706,1
0.405,-0.06,-0.024852813742385706,1
0.405,-0.024852813742385706,-0.06,1
